"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ThirdPerson/Planta-3/Carrito/Base_002.Base_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Silla/Silla.Silla","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Sillas/Metal_002.Metal_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Camara_Seguridad/Luz.Luz","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Camara_Seguridad/Lente_Base.Lente_Base","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Carrito/Metal_002.Metal_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Carrito/Base_003.Base_003","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Carrito/Material_014.Material_014","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Tablero_pPortaPapeles/Chincheta_004.Chincheta_004","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Caja_Metalicas/Luz_Box_002.Luz_Box_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Panel_Pantalla/Camara.Camara","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Camara_Seguridad/Camara.Camara","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Camara_Seguridad/Lente.Lente","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Ollas/Base_004.Base_004","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Tanques_CO2/Metal_004.Metal_004","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Tanques_CO2/Valvula_002.Valvula_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Tablero_pPortaPapeles/Chincheta_003.Chincheta_003","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Caja_Metalicas/Luz_Box.Luz_Box","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Tablero_pPortaPapeles/Chincheta_005.Chincheta_005","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Estantes/Bordes.Bordes","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Camara_Seguridad/Lente_Base.Lente_Base","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Camara_Seguridad/Lente.Lente","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Camara_Seguridad/Luz.Luz","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Camara_Seguridad/Camara.Camara","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Sillas/Material_001.Material_001","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Taburete/Metal_001.Metal_001","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Botella_Gris/Botella_002.Botella_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Botella_Verde/Botella_001.Botella_001","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Escritorio/Bordes_003.Bordes_003","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Papelera/Negro.Negro","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Papelera/Papelera.Papelera","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Campana_Estractora/Luz_Box.Luz_Box","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Ollas/Base_002.Base_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Tanques_CO2/Bombona_004.Bombona_004","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Pantalla_Plana/Luz.Luz","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Camilla/Cama.Cama","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Camilla/Cojin.Cojin","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Pantalla_Plana/Big_TV.Big_TV","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Monitor/Ranura.Ranura","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Monitor/TV.TV","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Libros/Marron.Marron","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Libros/Lila.Lila","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Portapapeles/Pinza.Pinza","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Silla/Material_009.Material_009","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Silla/Material_007.Material_007","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Silla/Material_010.Material_010","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Silla/Material_008.Material_008","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Silla/Material_011.Material_011","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Tablero_pPortaPapeles/Chincheta_001.Chincheta_001","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Monitor_Mesa/PC_001.PC_001","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Monitor_Mesa/black.black","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Horno/Plancha.Plancha","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Horno/Metal_006.Metal_006","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Interactuables/Interactuable_Material.Interactuable_Material","0","13","15","1","14.623348","0","15"
"/Game/ThirdPerson/Planta-2_-4/Luz/Base.Base","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Puertas/Material_002.Material_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Pildoras/Tapon.Tapon","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-1/Medicinas/Pildoras/Pildoras1.Pildoras1","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Libros/Blue.Blue","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Luz/Base.Base","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-3/Vandeja/Red_002.Red_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Tablero_pPortaPapeles/Chincheta_002.Chincheta_002","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Teclado/Base_Alarma.Base_Alarma","0","3","3","1","0.000000","0","3"
"/Game/ThirdPerson/Planta-0/Teclado/Teclado.Teclado","0","3","3","1","0.000000","0","3"
